,title,freq,D
16814,сура,1.2,80
16815,сургуч,1.1,87
16816,сурдинка,0.4,82
16817,сурик,0.7,75
16818,суровость,2.5,91
16819,сурок,1.2,84
16820,суррогат,2.0,89
16821,сурьма,0.5,69
16822,сусек,0.5,83
16823,суслик,1.9,80
16824,сустав,14.1,75
16825,сутана,0.4,70
16826,сутенер,1.6,84
16827,сутки,85.4,95
16828,сутолока,1.5,90
16829,суточные,1.2,83
16830,сутра,0.7,67
16831,суть,104.9,95
16832,суфий,0.4,66
16833,суфле,0.4,77
16834,суфлер,0.9,82
16835,суффикс,1.4,83
16836,сухарик,1.9,87
16837,сухарь,7.3,89
16838,суховей,0.5,74
16839,сухогруз,0.9,83
16840,сухостой,0.9,71
16841,сухость,2.7,91
16842,сухофрукты,0.8,85
16843,сучара,0.4,69
16844,сучка,2.9,85
16845,сучок,4.3,90
16846,сучонок,0.4,78
16847,суша,9.7,94
16848,сушилка,1.3,82
16849,сушка,4.7,85
16850,сушняк,0.5,76
16851,сушь,0.7,84
16852,сущее,1.2,87
16853,существенность,0.5,74
16854,существительное,3.1,82
16855,существо,96.6,95
16856,существование,99.6,94
16857,сущность,62.0,92
16858,сфера,129.5,90
16859,сфинкс,2.7,87
16860,схватка,14.9,94
16861,схватывание,0.4,76
16862,схема,95.9,88
16863,схима,0.5,73
16864,схимник,0.4,76
16865,сход,2.8,87
16866,сходимость,0.6,63
16867,сходка,1.9,85
16868,сходни,1.3,73
16869,сходство,22.7,93
16870,схождение,0.5,82
16871,схожесть,1.7,89
16872,схоласт,0.6,68
16873,схоластика,0.8,78
16874,схрон,0.7,70
16875,сцена,177.2,92
16876,сценарий,50.2,88
16877,сценарист,6.2,75
16878,сценка,5.2,89
16879,сценограф,1.1,79
16880,сценография,1.3,84
16881,сцепка,0.5,82
16882,сцепление,5.8,91
16883,сцилла,0.6,84
16884,счастие,1.2,81
16885,счастливец,2.6,90
16886,счастливчик,4.2,86
16887,счастье,149.2,96
16888,счет,245.4,94
16889,счетовод,1.7,80
16890,счетчик,8.4,90
16891,счеты,5.2,92
16892,счисление,0.7,61
16893,считалка,0.5,80
16894,считывание,1.4,67
16895,сшибка,0.6,78
16896,съедение,0.7,85
16897,съезд,51.7,88
16898,съем,1.2,85
16899,съемка,45.8,86
16900,съемщик,0.6,61
16901,сыворотка,25.2,65
16902,сын,285.1,94
16903,сынишка,2.6,89
16904,сынок,17.7,90
16905,сыночек,4.9,88
16906,сынуля,0.8,62
16907,сыпняк,0.4,73
16908,сыпь,2.2,81
16909,сыр,19.5,92
16910,сыр-бор,0.9,86
16911,сырок,1.7,89
16912,сырость,7.6,91
16913,сырье,35.0,87
16914,сыск,1.4,83
16915,сытость,2.3,90
16916,сыщик,7.5,86
16917,сэндвич,1.1,87
16918,сэр,21.3,80
16919,сюжет,56.6,93
16920,сюита,1.4,85
16921,сюр,0.7,71
16922,сюрприз,16.6,94
16923,сюрреализм,1.1,80
16924,сюрреалист,0.9,68
16925,сюртук,3.4,80
16926,сюсюкание,0.4,83
16927,табак,16.3,93
16928,табакерка,2.0,88
16929,табачник,0.4,69
16930,табачок,1.4,81
16931,табель,2.2,90
16932,таблетка,21.2,91
16933,таблеточка,0.5,78
16934,таблица,81.0,77
16935,табличка,15.1,93
16936,табло,3.0,91
16937,табор,3.9,67
16938,табу,3.1,91
16939,табун,2.8,88
16940,табурет,7.3,88
16941,табуретка,14.6,89
16942,табуреточка,0.7,82
16943,таверна,1.7,80
16944,тавро,0.6,81
16945,таджик,3.0,82
16946,таеквандо,0.4,63
16947,таз,13.4,87
16948,тазик,3.1,90
16949,таинственность,2.4,92
16950,таинство,10.5,69
16951,тай-брейк,0.5,70
16952,тайга,19.5,87
16953,тайм,3.2,87
16954,тайм-аут,0.9,85
16955,таймень,1.4,62
16956,таймер,0.9,78
16957,тайна,88.9,93
16958,тайник,7.5,86
16959,тайнопись,0.5,67
16960,тайфун,1.9,83
16961,такса,3.6,85
16962,такси,30.6,93
16963,таксист,8.9,87
16964,таксономия,0.5,65
16965,таксопарк,0.6,70
16966,таксофон,1.3,64
16967,такт,13.9,93
16968,тактик,0.5,76
16969,тактика,20.3,92
16970,тактичность,0.7,83
16971,талант,62.0,94
16972,талантливость,0.8,82
16973,талес,0.4,74
16974,талиб,3.1,81
16975,талисман,3.2,80
16976,талия,10.6,91
16977,талмуд,2.3,76
16978,талон,6.7,91
16979,талончик,1.1,81
16980,таль,1.2,84
16981,тальк,0.4,83
16982,тальник,1.4,77
16983,тамада,2.4,83
16984,тамбур,6.5,88
16985,тамиздат,0.4,73
16986,таможенник,5.7,89
16987,таможня,10.2,91
16988,тампакс,0.5,71
16989,тампон,2.3,78
16990,тамтам,0.4,79
16991,танго,4.8,81
16992,тандем,1.6,83
16993,танец,54.1,89
16994,танин,0.4,72
16995,танк,52.6,89
16996,танка,1.5,80
16997,танкер,3.4,87
16998,танкист,7.7,84
16999,танцовщик,1.8,81
17000,танцовщица,3.5,85
17001,танцор,4.8,86
17002,танцплощадка,1.9,82
17003,танцпол,0.4,73
17004,танцулька,0.4,83
17005,тапер,0.6,75
17006,тапка,3.1,88
17007,тапочка,9.4,91
17008,тара,4.5,90
17009,тарабарщина,0.4,79
17010,таракан,10.3,91
17011,таран,1.9,87
17012,тарантас,0.5,81
17013,тарарам,0.5,81
17014,тарелка,41.3,93
17015,тарелочка,3.0,90
17016,тариф,39.4,88
17017,тарификация,0.4,73
17018,таро,0.4,70
17019,тартар,0.5,62
17020,тартарары,0.8,87
17021,тата,4.1,62
17022,татами,1.0,64
17023,татарин,18.5,81
17024,татарка,1.0,76
17025,тату,1.0,76
17026,татуировка,3.6,91
17027,тать,1.0,81
17028,тахикардия,0.6,73
17029,тахометр,1.1,77
17030,тахта,6.5,86
17031,тачанка,0.9,76
17032,тачка,8.4,89
17033,таяние,1.1,87
17034,тварь,16.2,80
17035,твердость,7.8,94
17036,твердыня,1.2,87
17037,твердь,2.2,89
17038,твид,0.4,79
17039,твин,0.8,70
17040,твист,1.0,82
17041,творение,20.0,89
17042,творенье,0.6,78
17043,творец,15.9,89
17044,творог,5.0,88
17045,творожок,0.5,76
17046,творчество,72.3,93
17047,театр,305.3,89
17048,театрал,1.7,86
17049,театрализация,0.4,77
17050,театральность,1.5,78
17051,театрик,0.7,78
17052,театровед,0.7,79
17053,театр-студия,0.8,65
17054,тезис,20.4,90
17055,тезка,4.0,90
17056,текила,1.5,73
17057,текст,146.2,93
17058,текстиль,2.4,71
17059,текстильщик,1.0,78
17060,текстура,1.7,77
17061,тектоника,0.9,66
17062,текучесть,1.9,77
17063,текучка,0.9,88
17064,телебашня,0.9,82
17065,телеведущая,0.6,83
17066,телеведущий,1.6,88
17067,телевещание,0.6,81
17068,телевидение,51.7,91
17069,телевизионщик,2.6,90
17070,телевизор,72.3,94
17071,телега,17.8,89
17072,телеграмма,30.8,90
17073,телеграф,5.4,86
17074,телеграфист,0.6,80
17075,телеграфистка,0.4,77
17076,тележка,10.4,92
17077,тележурналист,1.0,86
17078,телезвезда,0.5,81
17079,телезритель,4.6,90
17080,телеинтервью,0.4,80
17081,телек,1.1,80
17082,телекамера,4.6,87
17083,телеканал,10.2,89
17084,телекинез,0.4,78
17085,телекино,0.5,70
17086,телеком,0.7,81
17087,телекомментатор,0.4,80
17088,телекоммуникация,2.3,86
17089,телекомпания,5.7,87
17090,телеметрия,0.7,73
17091,телемост,0.6,77
17092,теленовость,0.5,81
17093,теленок,7.9,91
17094,телеоператор,0.6,81
17095,телепат,0.8,71
17096,телепатия,1.4,86
17097,телепередача,4.0,90
17098,телепрограмма,2.6,88
17099,телерадиовещание,0.7,81
17100,телерадиокомпания,0.6,79
17101,телереклама,0.5,80
17102,телерепортаж,0.5,79
17103,телеса,0.7,84
17104,телесериал,1.9,86
17105,телескоп,3.8,83
17106,телесность,1.3,68
17107,телестудия,0.9,83
17108,телетайп,0.5,78
17109,телефильм,1.8,82
17110,телефон,167.8,94
17111,телефон-автомат,1.8,85
17112,телефонист,1.6,81
17113,телефонистка,1.5,83
17114,телефония,0.9,74
17115,телефонограмма,0.9,80
17116,телефончик,1.3,85
17117,телец,3.9,87
17118,телецентр,1.1,86
17119,телешоу,0.6,83
17120,телеэкран,4.6,90
17121,телеэфир,0.8,83
17122,телик,1.1,80
17123,телка,2.8,87
17124,тело,285.9,92
17125,телогрейка,7.4,86
17126,телодвижение,1.5,91
17127,телок,1.4,83
17128,телосложение,2.5,90
17129,телохранитель,9.0,79
17130,телочка,0.4,74
17131,тельник,0.4,71
17132,тельняшка,3.2,88
17133,тельце,3.7,89
17134,телятина,1.9,79
17135,телятник,0.7,73
17136,тема,198.1,94
17137,тематика,11.6,91
17138,тембр,3.4,92
17139,темень,3.2,88
17140,темечко,1.0,86
17141,темка,0.6,67
17142,темница,2.5,86
17143,темнота,68.6,91
17144,темп,49.0,92
17145,темперамент,10.9,91
17146,температура,79.5,88
17147,темь,0.5,81
17148,темя,3.0,89
17149,тенденциозность,0.5,82
17150,тенденция,54.7,89
17151,тендер,7.2,88
17152,тенета,1.0,80
17153,тенечек,0.5,83
17154,тензор,0.6,64
17155,теннисистка,0.7,78
17156,тенниска,0.5,80
17157,тенор,5.2,88
17158,тенорок,0.8,85
17159,тент,3.0,87
17160,тень,94.3,94
17161,теолог,0.9,77
17162,теология,2.2,77
17163,теорема,8.8,73
17164,теоретик,10.9,83
17165,теория,116.5,82
17166,теософ,0.4,67
17167,теософия,0.4,68
17168,теплица,3.1,89
17169,тепло,49.4,96
17170,теплоемкость,0.6,68
17171,теплоизоляция,1.3,68
17172,теплоноситель,1.1,75
17173,теплообмен,0.4,75
17174,теплообменник,1.2,68
17175,теплопроводность,0.9,76
17176,теплосеть,1.1,76
17177,теплоснабжение,2.9,77
17178,теплота,7.7,93
17179,теплотрасса,1.5,81
17180,теплоход,8.5,87
17181,теплоцентраль,0.4,82
17182,теплоэнергия,0.7,70
17183,теплушка,2.4,86
17184,теплынь,0.8,80
17185,теракт,15.3,88
17186,терапевт,2.6,87
17187,терапия,9.4,84
17188,терем,3.0,78
17189,теремок,1.2,82
17190,терец,0.4,62
17191,терзание,1.5,88
17192,терка,1.7,82
17193,термин,49.9,87
17194,терминал,6.1,84
17195,терминатор,1.0,81
17196,терминология,9.7,89
17197,термит,1.2,76
17198,термитник,0.4,70
17199,термометр,2.5,91
17200,термообработка,1.4,70
17201,терморегулятор,0.6,61
17202,термос,3.7,90
17203,термостат,1.3,77
17204,терние,1.2,84
17205,терновник,0.5,73
17206,терпение,22.0,95
17207,терпенье,0.7,84
17208,терпимость,5.0,90
17209,террариум,0.7,81
17210,терраса,15.0,87
17211,терраска,1.3,75
17212,территория,182.9,90
17213,террор,14.9,89
17214,терроризм,28.2,85
17215,террорист,32.3,88
17216,террористка,0.6,80
17217,терц,0.5,70
17218,терьер,0.8,71
17219,тес,0.9,84
17220,тесак,0.9,79
17221,тесемка,2.2,85
17222,тесемочка,0.4,78
17223,теснина,0.6,76
17224,теснота,6.2,93
17225,тест,25.4,86
17226,тест-драйв,0.9,79
17227,тестирование,7.8,77
17228,тесто,10.6,90
17229,тестостерон,0.9,71
17230,тест-пилот,0.5,78
17231,тесть,7.7,86
17232,тесьма,1.3,85
17233,тетенька,2.9,87
17234,тетерев,1.1,83
17235,тетеря,0.4,74
17236,тетечка,0.6,61
17237,тетива,1.4,77
17238,тетка,43.6,88
17239,тетрадка,11.5,91
17240,тетрадочка,0.7,83
17241,тетрадь,23.5,92
17242,тетрис,0.4,72
17243,тетушка,7.4,82
17244,тетя,64.5,90
17245,техасец,0.4,68
17246,технарь,1.4,85
17247,техник,8.0,91
17248,техника,130.5,92
17249,техникум,9.8,92
17250,техничка,0.6,69
17251,технократ,0.6,79
17252,технолог,4.1,89
17253,технологичность,0.6,80
17254,технология,133.5,88
17255,техобслуживание,1.1,87
17256,техосмотр,1.7,83
17257,техцентр,0.7,76
17258,течение,179.2,93
17259,теченье,0.4,79
17260,течь,0.5,85
17261,теща,14.3,88
17262,тибетец,0.7,70
17263,тигель,0.6,78
17264,тигр,15.2,83
17265,тик,2.4,74
17266,тиканье,0.7,84
17267,тимуровец,0.4,70
17268,тимьян,1.0,77
17269,тина,5.2,77
17270,тинейджер,1.2,85
17271,тип,197.0,89
17272,типаж,2.2,87
17273,типизация,0.5,71
17274,типография,8.5,90
17275,типология,2.5,67
17276,типоразмер,1.1,75
17277,типун,0.6,82
17278,тир,3.1,89
17279,тирада,2.8,91
17280,тираж,20.5,91
17281,тиражирование,1.1,86
17282,тиран,4.7,92
17283,тирания,2.0,88
17284,тиранство,0.4,73
17285,тире,0.8,84
17286,тиски,2.5,91
17287,тиснение,1.3,81
17288,тисс,0.7,71
17289,титан,4.9,88
17290,титр,11.1,75
17291,титрование,1.5,65
17292,титул,13.5,92
17294,тиф,3.5,90
17295,тишина,75.6,93
17296,тишь,3.2,92
17297,ткань,49.9,89
17298,ткач,1.3,70
17299,ткачество,1.1,71
17300,ткачиха,1.4,78
17301,тлен,1.1,86
17302,тление,1.2,79
17303,тля,1.4,80
17304,тмин,0.7,79
17305,товар,115.5,87
17306,товарищ,230.6,92
17307,товарищество,11.4,73
17308,товарка,1.3,84
17309,товарняк,0.8,83
17310,товаровед,0.5,83
17311,товародвижение,0.5,65
17312,товарообмен,0.4,83
17313,товарооборот,3.0,79
17314,товаропроизводитель,2.5,85
17315,тога,1.2,88
17316,тождественность,0.7,71
17317,тождество,2.4,76
17318,ток,24.6,88
17319,токарь,2.6,81
17320,токсикоз,0.6,69
17321,токсин,2.2,76
17322,токсичность,1.8,73
17323,ток-шоу,2.0,83
17324,тол,0.7,85
17325,толерантность,3.3,74
17326,толика,2.3,92
17327,толк,34.0,95
17328,толкач,0.4,79
17329,толкование,15.6,84
17330,толкователь,1.1,76
17331,толкотня,1.4,88
17332,толкучка,1.8,89
17333,толмач,0.5,76
17334,толпа,96.7,94
17335,толстовец,0.8,77
17336,толстовка,0.7,80
17337,толстосум,0.6,85
17338,толстуха,1.4,80
17339,толстушка,1.1,85
17340,толстяк,6.1,88
17341,толстячок,0.8,79
17342,толчея,3.0,91
17343,толчок,18.6,95
17344,толща,8.0,87
17345,толщина,19.8,88
17346,толь,1.2,82
17347,томагавк,0.7,74
17348,томат,4.0,85
17349,томик,4.5,92
17350,томич,0.4,77
17351,томление,2.7,90
17352,томография,0.4,82
17353,тон,70.5,96
17354,тональность,4.4,89
17355,тоник,3.0,70
17356,тоника,0.4,69
17357,тонкость,12.4,95
17358,тонна,42.4,91
17359,тоннаж,0.4,68
17360,тоннель,8.3,90
17361,тонус,4.3,84
17362,топаз,0.7,75
17363,топка,5.2,70
17364,топливо,33.1,88
17365,топ-менеджер,3.0,87
17366,топ-менеджмент,0.7,81
17367,топ-модель,1.1,79
17368,топограф,0.5,77
17369,топография,1.8,72
17370,тополек,0.5,74
17371,топология,1.1,67
17372,тополь,9.8,91
17373,топонимика,0.6,82
17374,топор,25.5,91
17375,топорик,2.5,84
17376,топорище,0.8,77
17377,топот,6.2,90
17378,топтание,1.0,88
17379,топтун,0.8,78
17380,топчан,5.0,85
17381,топь,1.6,84
17382,тор,2.9,63
17383,тора,3.4,81
17384,торба,1.6,87
17385,торг,14.2,89
17386,торгаш,1.5,81
17387,торговец,12.6,93
17388,торговка,2.4,80
17389,торговля,62.5,91
17390,торгпредство,0.7,81
17391,торгсин,1.3,68
17392,тореадор,1.0,83
17393,тореро,0.4,68
17394,торец,4.2,91
17395,торжественность,3.0,92
17396,торжество,29.0,94
17397,торий,0.5,74
17398,тормашки,0.8,86
17399,торможение,7.0,90
17400,тормоз,14.7,94
17401,торнадо,1.0,82
17402,торопливость,1.2,85
17403,торос,1.9,68
17404,торпеда,3.1,80
17405,торпедо,3.1,77
17406,торс,2.7,89
17407,торт,11.6,92
17408,тортик,0.9,80
17409,торф,3.6,89
17410,торфяник,0.9,80
17411,торчок,0.5,82
17412,торшер,2.3,88
17413,тоска,48.5,94
17414,тост,14.6,94
17415,тостер,0.5,79
17416,тотализатор,1.0,80
17417,тоталитаризм,4.7,85
17418,тотальность,0.4,67
17419,тотем,0.5,75
17420,точечка,0.9,85
17421,точка,232.2,94
17422,точность,38.0,93
17423,тошнота,6.2,92
17424,трава,88.7,93
17425,траверз,0.4,73
17426,травинка,4.2,88
17427,травка,8.7,92
17428,травление,0.6,64
17429,травля,4.0,89
17430,травма,19.6,92
17431,травматизм,1.4,78
17432,травматолог,0.5,69
17433,травматология,0.7,78
17434,травмопункт,0.4,67
17435,травмпункт,0.5,79
17436,трагедия,45.7,93
17437,трагизм,2.7,89
17438,трагик,0.8,80
17439,трагикомедия,0.9,76
17440,трагичность,0.8,85
17441,традиционализм,0.7,75
17442,традиционалист,0.8,82
17443,традиционность,0.4,79
17444,традиция,93.1,93
17445,траектория,11.1,87
17446,трак,0.8,83
17447,тракт,6.9,89
17448,трактат,7.3,85
17449,трактир,5.0,86
17450,трактирщик,1.8,65
17451,трактовка,10.9,85
17452,трактор,22.9,92
17453,тракторист,5.9,88
17454,тральщик,0.9,73
17455,трамвай,28.1,92
17456,трамвайчик,0.9,84
17457,трамплин,2.0,87
17458,транзакция,1.0,73
17459,транзистор,2.8,86
17460,транзит,6.1,77
17461,транквилизатор,0.8,84
17462,транс,3.6,90
17463,трансвестит,0.4,74
17464,транскрипция,2.5,74
17465,транслитерация,0.5,67
17466,транслятор,0.7,72
17467,трансляция,7.5,88
17468,трансмиссия,4.7,85
17469,трансмутация,0.5,61
17470,транспарант,2.7,88
17471,транспарентность,0.5,71
17472,трансплантация,1.4,76
17473,трансплантология,0.4,62
17474,транспорт,57.4,92
17475,транспортер,2.1,85
17476,транспортирование,1.3,72
17477,транспортировка,11.0,90
17478,транспортник,1.3,73
17479,трансфер,1.4,79
17480,трансферт,1.7,84
17481,трансформатор,2.8,77
17482,трансформация,12.6,84
17483,трансцендентность,0.5,69
17484,транш,1.7,83
17485,траншея,7.7,84
17486,трап,9.7,88
17487,трапеза,6.5,91
17488,трапезная,1.3,80
17489,трапеция,1.4,77
17490,трасса,32.5,90
17491,траст,0.5,69
17492,трата,5.8,94
17493,траулер,2.0,78
17494,траур,3.5,88
17495,трафарет,1.5,84
17496,трафик,2.3,73
17497,трахея,1.6,61
17498,треба,1.2,82
17499,требование,159.4,85
17500,требовательность,2.6,91
17501,требуха,0.7,84
17502,тревога,50.8,95
17503,тревожность,3.9,64
17504,треволнение,0.6,85
17505,трезвенник,1.1,87
17506,трезвон,0.8,73
17507,трезвость,3.6,89
17508,трезубец,0.6,80
17509,трейд,0.5,69
17510,трейдер,1.4,83
17511,трейдинг,0.4,73
17512,трейлер,1.4,86
17513,трек,4.2,83
17514,трель,2.7,90
17515,трельяж,0.8,80
17516,тремор,0.4,77
17517,тренажер,5.2,87
17518,тренд,2.1,76
17519,тренер,37.1,84
17520,трение,6.6,85
17521,тренинг,5.0,72
17522,тренировка,26.6,85
17523,тренога,1.0,84
17524,треножник,0.5,83
17525,треп,2.5,84
17526,трепанация,0.5,77
17527,трепанг,0.6,64
17528,трепач,1.0,82
17529,трепет,10.1,90
17530,трепка,0.4,79
17531,трепло,0.6,78
17532,трепотня,0.6,85
17533,треск,13.9,91
17534,треска,1.6,90
17535,трескотня,0.8,85
17536,трест,7.6,88
17537,треста,0.5,75
17538,треть,29.4,93
17539,третье,2.6,93
17540,третьеклассник,0.5,81
17541,третья,7.7,94
17542,треуголка,0.6,83
17543,треугольник,14.5,87
17544,треугольничек,0.5,83
17545,треух,0.6,78
17546,трехлетие,0.4,64
17547,трехсотлетие,0.7,83
17548,трехтомник,0.7,84
17549,трешка,2.8,88
17550,трешник,0.6,61
17551,трещина,18.8,92
17552,трещинка,1.5,90
17553,трещотка,0.6,81
17554,триада,3.1,80
17555,трибун,1.4,88
17556,трибуна,26.0,93
17557,трибунал,8.4,85
17558,тригонометрия,0.4,71
17559,тридцатилетие,1.1,86
17560,тридцатка,1.2,84
17561,тридцатьчетверка,0.8,71
17562,триединство,0.5,82
17563,тризна,0.6,75
17564,трико,1.9,89
17565,триколор,0.7,82
17566,трикотаж,1.4,85
17567,триллер,2.8,88
17568,триллион,3.1,87
17569,трилогия,1.7,84
17570,триместр,0.4,70
17571,трио,2.5,87
17573,триптих,0.9,80
17574,тритон,1.2,74
17575,триумф,9.3,92
17576,триумфатор,1.0,86
17577,троечка,0.5,84
17578,троечник,0.9,79
17579,троица,11.8,81
17580,тройка,20.9,94
17581,тройня,0.4,73
17582,троллейбус,14.2,89
17583,тролль,1.3,72
17584,тромб,1.0,80
17585,тромбон,0.8,80
17586,трон,8.7,89
17587,троп,1.6,86
17588,тропа,16.6,91
17589,тропик,1.8,90
17590,тропинка,15.5,92
17591,тропка,4.0,88
17592,трос,8.0,89
17593,тросик,0.5,80
17594,тростинка,0.4,75
17595,тростник,2.5,89
17596,тросточка,1.6,84
17597,трость,5.0,89
17598,тротил,1.3,76
17599,тротуар,23.1,92
17600,трофей,5.5,93
17601,троцкизм,0.5,79
17602,троцкист,2.7,82
17603,трояк,1.3,83
17604,труба,82.1,95
17605,трубадур,1.3,70
17606,трубач,2.2,83
17607,трубка,101.7,92
17608,трубник,0.5,62
17609,трубопровод,12.5,83
17610,трубочка,8.2,92
17611,труд,285.9,93
17612,трудность,47.7,93
17613,трудоголик,0.9,79
17614,трудодень,2.2,83
17615,трудоемкость,3.1,66
17616,трудозатраты,1.0,80
17617,трудолюбие,3.5,92
17618,трудоспособность,1.8,77
17619,трудоустройство,4.9,89
17620,трудяга,1.3,88
17621,трудящийся,14.5,90
17622,труженик,8.3,93
17623,труженица,1.1,85
17624,труп,42.5,93
17625,трупик,0.8,81
17626,труппа,16.8,87
17627,трус,8.5,90
17628,трусики,5.6,87
17629,трусиха,0.6,82
17630,трусишка,0.4,76
17631,трусость,6.0,93
17632,трусца,1.8,79
17633,трусы,15.5,91
17634,труха,2.4,88
17635,трущоба,1.7,88
17636,трюизм,0.5,83
17637,трюк,12.2,77
17638,трюм,5.7,77
17639,трюмо,1.8,82
17640,трюфель,0.6,84
17641,тряпица,2.2,86
17642,тряпка,22.8,91
17643,тряпочка,5.3,92
17644,тряпье,5.0,88
17645,трясина,3.0,88
17646,тряска,1.5,86
17647,трясогузка,0.5,84
17648,трясучка,0.4,78
17649,туалет,35.1,94
17650,туберкулез,6.7,90
17651,туберкулезник,0.4,79
17652,тугодум,0.4,83
17653,тугрик,0.4,75
17654,туесок,0.5,74
17655,тужурка,1.7,83
17656,туз,3.9,86
17657,туловище,8.3,90
17658,тулово,0.5,71
17659,тулуп,4.0,89
17660,тулупчик,0.6,77
17661,тулья,0.8,80
17662,туляк,0.5,66
17663,тумак,0.8,87
17664,туман,42.9,92
17665,туманность,3.4,70
17666,тумба,4.5,81
17667,тумблер,1.3,80
17668,тумбочка,12.1,90
17669,тун,0.4,63
17670,тундра,10.0,72
17671,тунец,0.7,71
17672,тунеядец,2.0,88
17673,тунеядство,0.7,84
17674,туника,1.2,85
17675,туннель,6.0,89
17676,тупик,16.7,95
17677,тупица,2.1,83
17678,тупичок,0.7,76
17679,тупость,3.6,92
17680,тур,25.9,84
17681,турагентство,0.8,81
17682,турбаза,2.0,81
17683,турбина,4.8,89
17684,турбодизель,0.6,78
17685,турбонаддув,0.6,83
17686,турбулентность,0.4,67
17687,туризм,8.9,88
17688,турист,27.0,93
17689,туристка,0.9,81
17690,турка,0.9,73
17691,туркмен,1.0,79
17692,турне,3.4,80
17693,турник,1.1,85
17694,турникет,2.3,82
17695,турнир,28.9,83
17696,турок,14.6,69
17697,туроператор,1.1,76
17698,турпоездка,0.4,76
17699,турфирма,2.0,80
17700,турчанка,0.4,77
17701,тусовка,6.6,92
17702,тусовщик,0.5,81
17703,туф,0.4,76
17704,туфелька,4.2,89
17705,туфля,23.2,92
17706,туфта,1.4,86
17707,тухлятина,0.4,81
17708,туча,23.9,92
17709,тучка,1.9,86
17710,туш,1.2,84
17711,туша,6.4,90
17712,тушение,2.7,84
17713,тушенка,4.4,87
17714,тушка,3.1,73
17715,тушь,4.9,81
17716,туя,1.5,72
17717,тщание,0.9,87
17718,тщательность,2.8,92
17719,тщеславие,6.4,91
17720,тщета,1.1,87
17721,тщетность,0.6,85
17722,тыква,5.0,87
17723,тыл,22.7,90
17724,тыловик,0.5,81
17725,тысяча,416.0,94
17726,тысячелетие,16.1,93
17727,тысячелистник,0.5,82
17728,тысячная,0.7,85
17729,тычок,1.8,87
17730,тыща,4.7,89
17731,тьма,39.5,90
17732,тэ,0.7,68
17733,тюбетейка,1.7,84
17734,тюбик,3.9,81
17735,тюк,3.4,89
17736,тюлень,2.6,79
17737,тюль,1.1,85
17738,тюльпан,5.0,85
17739,тюнинг,1.4,80
17740,тюрбан,1.0,82
17741,тюремщик,1.6,81
17742,тюрк,0.5,79
17743,тюрьма,75.4,93
17744,тюряга,0.9,79
17745,тютелька,0.9,81
17746,тюфяк,1.9,84
17747,тяга,16.3,92
17748,тягач,2.9,81
17749,тягомотина,0.9,87
17750,тягость,2.1,89
17751,тягота,4.9,93
17752,тяготение,4.4,82
17753,тяж,0.5,66
17754,тяжба,2.5,89
17755,тяжелобольной,0.6,81
17756,тяжеловес,1.2,86
17757,тяжелораненый,0.8,82
17758,тяжесть,35.8,95
17759,тяпка,0.5,71
17760,тятя,0.7,76
17761,уазик,2.9,84
17762,убедительность,4.7,92
17763,убеждение,30.1,94
17764,убежденность,5.2,92
17765,убежище,9.1,94
17766,убивец,0.4,77
17767,убиение,0.6,81
17768,убийство,65.1,94
17769,убийца,34.0,92
17770,убитый,11.1,91
17771,ублюдок,3.4,86
17772,убогий,0.7,83
17773,убогость,1.0,87
17774,убожество,2.2,89
17775,убой,1.5,82
17776,убор,5.6,88
17777,уборка,14.1,94
17778,уборная,10.3,90
17779,уборочная,0.6,79
17780,уборщик,1.2,85
17781,уборщица,8.2,92
17782,убранство,3.2,90
17783,убывание,1.0,82
17784,убыль,3.6,90
17785,убыток,21.1,82
17786,убыточность,0.6,76
17787,уважение,49.7,96
17788,уважительность,0.4,83
17789,увал,0.9,76
17790,увалень,1.0,83
17791,уведомление,7.2,66
17792,увековечение,0.6,80
17793,увеличение,70.0,88
17794,уверение,2.1,90
17795,уверенность,46.3,96
17796,увертюра,1.8,89
17797,увеселение,1.1,85
17798,увечье,3.0,89
17799,увещевание,1.4,89
17800,увиденное,0.5,85
17801,увлажнение,2.0,76
17802,увлечение,21.1,94
17803,увлеченность,1.7,89
17804,увод,0.8,85
17805,увольнение,12.5,91
17806,увольнительная,1.0,84
17807,увядание,1.1,90
17808,увязка,1.6,84
17809,угар,2.4,90
17810,угасание,1.3,88
17811,углевод,2.2,82
17812,углеводород,4.2,77
17813,угледобыча,0.4,73
17814,углекислота,0.9,82
17815,углерод,6.2,75
17816,углубление,9.1,87
17817,угнетатель,0.8,85
17818,угнетение,2.4,85
17819,уговор,7.1,94
17820,угода,2.9,92
17821,угодливость,0.6,82
17822,угодник,2.4,87
17823,угодничество,0.4,79
17824,угодье,5.5,89
17825,угол,168.1,95
17826,уголовник,7.4,90
17827,уголовщина,1.2,89
17828,уголок,32.2,96
17829,уголочек,1.0,85
17830,уголь,33.5,93
17831,угольщик,0.9,79
17832,угон,3.4,86
17833,угонщик,2.0,77
17834,угор,0.5,77
17835,угорь,1.9,87
17836,угощение,5.6,93
17837,угощенье,0.5,82
17838,угроза,74.5,94
17839,угрозыск,1.2,83
17840,угрызение,3.4,91
17841,угрюмость,0.5,82
17842,уд,0.8,74
17843,уда,0.6,65
17844,удав,3.7,83
17845,удавка,1.5,89
17846,удаление,13.6,88
17847,удаленность,1.7,90
17848,удалец,0.6,83
17849,удаль,2.4,89
17850,удар,146.8,95
